country,passengers_total,freight_total_tonnes,mail_total_tonnes,route,month_year_dt
Canada,286,5.557,1.601,Melbourne-Vancouver,1987-06-01
New Zealand,2719,161.065,2.831,Melbourne-Wellington,1987-06-01
New Zealand,1594,9.212,0.0,Norfolk Island-Auckland,1987-06-01
United Arab Emirates,6,0.0,0.0,Perth-Abu Dhabi,1987-06-01
Netherlands,17,0.0,0.0,Perth-Amsterdam,1987-06-01
Greece,172,0.0,0.0,Perth-Athens,1987-06-01
New Zealand,3836,109.264,1.8,Perth-Auckland,1987-06-01
Bahrain,56,22.974,0.072,Perth-Bahrain,1987-06-01
Thailand,1446,35.664,0.0,Perth-Bangkok,1987-06-01
India,72,0.0,0.0,Perth-Bombay,1987-06-01
New Zealand,286,4.6,0.0,Perth-Christchurch,1987-06-01
Indonesia,6190,35.8,0.053,Perth-Denpasar,1987-06-01
Germany,236,0.848,0.043,Perth-Frankfurt,1987-06-01
Zimbabwe,553,7.069,0.26,Perth-Harare,1987-06-01
Hong Kong,3315,82.708,0.001,Perth-Hong Kong,1987-06-01
Usa,306,0.0,0.0,Perth-Honolulu,1987-06-01
Indonesia,747,59.625,0.0,Perth-Jakarta,1987-06-01
South Africa,607,3.855,0.0,Perth-Johannesburg,1987-06-01
Malaysia,5102,188.467,1.428,Perth-Kuala Lumpur,1987-06-01
Uk,4909,63.448,7.296,Perth-London,1987-06-01
Usa,328,0.0,0.0,Perth-Los Angeles,1987-06-01
Uk,202,0.119,0.0,Perth-Manchester,1987-06-01
Mauritius,133,0.782,0.0,Perth-Mauritius,1987-06-01
Oman,6,0.0,0.0,Perth-Muscat,1987-06-01
Italy,414,0.108,0.0,Perth-Rome,1987-06-01
Usa,109,0.0,0.819,Perth-San Francisco,1987-06-01
Singapore,18240,922.924,3.664,Perth-Singapore,1987-06-01
Japan,984,21.441,0.363,Perth-Tokyo,1987-06-01
Indonesia,402,0.029,0.0,Port Hedland-Denpasar,1987-06-01
Indonesia,4,0.0,0.0,Port Hedland-Jakarta,1987-06-01
United Arab Emirates,457,83.912,0.0,Sydney-Abu Dhabi,1987-06-01
Netherlands,771,30.926,0.693,Sydney-Amsterdam,1987-06-01
Western Samoa,527,4.206,0.0,Sydney-Apia,1987-06-01
Greece,3723,33.397,1.178,Sydney-Athens,1987-06-01
New Zealand,48386,2400.208,42.239,Sydney-Auckland,1987-06-01
Bahrain,462,66.779,1.623,Sydney-Bahrain,1987-06-01
Thailand,6022,262.21,1.489,Sydney-Bangkok,1987-06-01
China,1636,70.874,0.0,Sydney-Beijing,1987-06-01
Yugoslavia,1842,52.79,0.0,Sydney-Belgrade,1987-06-01
India,2219,74.129,1.155,Sydney-Bombay,1987-06-01
New Zealand,10920,407.058,3.945,Sydney-Christchurch,1987-06-01
Sri Lanka,141,1.381,0.0,Sydney-Colombo,1987-06-01
Indonesia,5912,42.623,0.403,Sydney-Denpasar,1987-06-01
United Arab Emirates,32,85.303,0.0,Sydney-Dubai,1987-06-01
Germany,2915,366.192,18.855,Sydney-Frankfurt,1987-06-01
Zimbabwe,722,26.278,1.063,Sydney-Harare,1987-06-01
Hong Kong,17578,1039.404,6.806,Sydney-Hong Kong,1987-06-01
Usa,16274,423.669,0.914,Sydney-Honolulu,1987-06-01
Indonesia,3707,264.695,0.673,Sydney-Jakarta,1987-06-01
South Africa,1556,56.109,0.0,Sydney-Johannesburg,1987-06-01
Malaysia,5206,327.788,12.234,Sydney-Kuala Lumpur,1987-06-01
Uk,11924,612.13,28.226,Sydney-London,1987-06-01
Usa,15194,1391.098,1.166,Sydney-Los Angeles,1987-06-01
Uk,600,1.402,1.962,Sydney-Manchester,1987-06-01
Philippines,5296,217.851,1.264,Sydney-Manila,1987-06-01
Mauritius,214,2.356,0.0,Sydney-Mauritius,1987-06-01
Oman,275,35.8,0.0,Sydney-Muscat,1987-06-01
Fiji,3523,225.513,2.014,Sydney-Nadi,1987-06-01
Nauru,115,1.959,0.0,Sydney-Nauru,1987-06-01
Usa,550,25.567,0.0,Sydney-New York,1987-06-01
New Caledonia,3670,91.28,0.661,Sydney-Noumea,1987-06-01
Tahiti,2415,162.355,1.199,Sydney-Papeete,1987-06-01
France,613,56.37,0.0,Sydney-Paris,1987-06-01
Papua New Guinea,3249,110.49,25.006,Sydney-Port Moresby,1987-06-01
Vanuatu,474,8.207,0.4,Sydney-Port Vila,1987-06-01
Cook Islands,247,2.812,0.0,Sydney-Rarotonga,1987-06-01
Italy,2850,111.197,1.725,Sydney-Rome,1987-06-01
Usa,7239,270.383,31.536,Sydney-San Francisco,1987-06-01
Singapore,23391,1194.126,7.96,Sydney-Singapore,1987-06-01
Japan,19437,1225.565,25.424,Sydney-Tokyo,1987-06-01
Canada,931,54.526,0.0,Sydney-Toronto,1987-06-01
Canada,1377,62.741,2.609,Sydney-Vancouver,1987-06-01
New Zealand,8973,426.574,8.337,Sydney-Wellington,1987-06-01
New Zealand,1013,52.98,0.0,Townsville-Auckland,1987-06-01
Bahrain,2,0.0,0.0,Townsville-Bahrain,1987-06-01
Thailand,21,0.0,0.0,Townsville-Bangkok,1987-06-01
Germany,93,0.023,0.0,Townsville-Frankfurt,1987-06-01
Uk,204,0.115,0.0,Townsville-London,1987-06-01
Singapore,417,30.624,0.0,Townsville-Singapore,1987-06-01
Netherlands,21,0.0,0.0,Adelaide-Amsterdam,1987-07-01
Greece,97,0.0,0.0,Adelaide-Athens,1987-07-01
New Zealand,2222,89.104,2.321,Adelaide-Auckland,1987-07-01
Bahrain,17,0.001,0.022,Adelaide-Bahrain,1987-07-01
Thailand,34,0.0,0.0,Adelaide-Bangkok,1987-07-01
Germany,161,0.004,0.0,Adelaide-Frankfurt,1987-07-01
Usa,109,0.0,0.0,Adelaide-Honolulu,1987-07-01
Uk,2417,54.383,4.732,Adelaide-London,1987-07-01
Usa,66,0.0,0.0,Adelaide-Los Angeles,1987-07-01
Uk,50,0.062,0.0,Adelaide-Manchester,1987-07-01
Oman,14,6.8,0.0,Adelaide-Muscat,1987-07-01
Italy,116,0.0,0.0,Adelaide-Rome,1987-07-01
Usa,13,0.0,0.0,Adelaide-San Francisco,1987-07-01
Singapore,6799,261.511,0.41,Adelaide-Singapore,1987-07-01
Japan,5,0.0,0.0,Adelaide-Tokyo,1987-07-01
United Arab Emirates,23,0.0,0.0,Brisbane-Abu Dhabi,1987-07-01
Netherlands,125,0.0,0.0,Brisbane-Amsterdam,1987-07-01
Greece,165,0.0,0.0,Brisbane-Athens,1987-07-01
New Zealand,20767,455.804,17.506,Brisbane-Auckland,1987-07-01
Bahrain,41,0.091,0.0,Brisbane-Bahrain,1987-07-01
Thailand,1213,24.611,0.0,Brisbane-Bangkok,1987-07-01
India,21,0.1,0.0,Brisbane-Bombay,1987-07-01
New Zealand,7749,194.193,0.222,Brisbane-Christchurch,1987-07-01
Indonesia,4,0.0,0.0,Brisbane-Denpasar,1987-07-01
Germany,392,0.079,0.0,Brisbane-Frankfurt,1987-07-01
Hong Kong,3612,69.176,0.89,Brisbane-Hong Kong,1987-07-01
Solomon Islands,1705,15.629,2.311,Brisbane-Honiara,1987-07-01
Usa,645,9.322,0.0,Brisbane-Honolulu,1987-07-01
Indonesia,31,0.0,0.0,Brisbane-Jakarta,1987-07-01
Malaysia,4,0.0,0.0,Brisbane-Kuala Lumpur,1987-07-01
Uk,3190,18.265,5.103,Brisbane-London,1987-07-01
Usa,857,0.171,0.0,Brisbane-Los Angeles,1987-07-01
Uk,171,0.308,0.0,Brisbane-Manchester,1987-07-01
Philippines,1315,14.193,0.062,Brisbane-Manila,1987-07-01
Fiji,1661,19.016,0.72,Brisbane-Nadi,1987-07-01
New Caledonia,404,2.883,0.0,Brisbane-Noumea,1987-07-01
Tahiti,18,0.0,0.0,Brisbane-Papeete,1987-07-01
Papua New Guinea,4180,85.856,7.66,Brisbane-Port Moresby,1987-07-01
Vanuatu,434,4.968,0.106,Brisbane-Port Vila,1987-07-01
Italy,150,0.0,0.0,Brisbane-Rome,1987-07-01
Usa,749,0.001,1.968,Brisbane-San Francisco,1987-07-01
Singapore,7101,343.603,0.582,Brisbane-Singapore,1987-07-01
Fiji,65,0.452,0.011,Brisbane-Suva,1987-07-01
Japan,5191,104.96,1.661,Brisbane-Tokyo,1987-07-01
Canada,429,14.247,0.465,Brisbane-Vancouver,1987-07-01
New Zealand,4881,120.402,2.736,Brisbane-Wellington,1987-07-01
Greece,12,0.0,0.0,Cairns-Athens,1987-07-01
New Zealand,1861,43.407,0.0,Cairns-Auckland,1987-07-01
Bahrain,2,0.0,0.0,Cairns-Bahrain,1987-07-01
Germany,1,0.0,0.0,Cairns-Frankfurt,1987-07-01
Hong Kong,9,0.0,0.0,Cairns-Hong Kong,1987-07-01
Usa,952,2.647,0.0,Cairns-Honolulu,1987-07-01
Cyprus,4,0.0,0.0,Cairns-Larnaca,1987-07-01
Uk,265,0.002,0.0,Cairns-London,1987-07-01
Usa,1314,0.034,0.0,Cairns-Los Angeles,1987-07-01
Uk,33,0.0,0.0,Cairns-Manchester,1987-07-01
Papua New Guinea,3001,48.388,0.232,Cairns-Port Moresby,1987-07-01
Italy,93,4.2,0.0,Cairns-Rome,1987-07-01
Usa,1246,0.0,0.0,Cairns-San Francisco,1987-07-01
Singapore,719,3.873,0.0,Cairns-Singapore,1987-07-01
Japan,1114,4.493,0.0,Cairns-Tokyo,1987-07-01
Canada,518,0.202,0.0,Cairns-Vancouver,1987-07-01
Greece,58,0.0,0.0,Darwin-Athens,1987-07-01
New Zealand,215,3.863,0.078,Darwin-Auckland,1987-07-01
Bahrain,6,0.0,0.0,Darwin-Bahrain,1987-07-01
Brunei,1087,9.865,0.006,Darwin-Bandar Seri Begawan,1987-07-01
Thailand,13,0.0,0.0,Darwin-Bangkok,1987-07-01
Indonesia,2325,2.335,0.0,Darwin-Denpasar,1987-07-01
Germany,147,0.0,0.0,Darwin-Frankfurt,1987-07-01
Indonesia,92,0.6,0.0,Darwin-Jakarta,1987-07-01
Indonesia,984,0.01,0.0,Darwin-Kupang,1987-07-01
Cyprus,7,0.0,0.0,Darwin-Larnaca,1987-07-01
Uk,409,0.175,0.238,Darwin-London,1987-07-01
Uk,18,0.0,0.0,Darwin-Manchester,1987-07-01
Italy,28,0.0,0.0,Darwin-Rome,1987-07-01
Singapore,2147,118.783,0.143,Darwin-Singapore,1987-07-01
New Zealand,236,11.115,0.032,Hobart-Auckland,1987-07-01
New Zealand,584,6.009,0.076,Hobart-Christchurch,1987-07-01
United Arab Emirates,174,85.009,0.0,Melbourne-Abu Dhabi,1987-07-01
Netherlands,1395,38.239,0.854,Melbourne-Amsterdam,1987-07-01
Greece,3984,36.413,1.291,Melbourne-Athens,1987-07-01
New Zealand,13773,913.391,16.251,Melbourne-Auckland,1987-07-01
Bahrain,92,108.962,1.573,Melbourne-Bahrain,1987-07-01
Thailand,5991,278.61,0.608,Melbourne-Bangkok,1987-07-01
Yugoslavia,1868,48.748,0.0,Melbourne-Belgrade,1987-07-01
India,300,31.478,0.433,Melbourne-Bombay,1987-07-01
New Zealand,7138,287.547,3.664,Melbourne-Christchurch,1987-07-01
Sri Lanka,248,1.247,0.0,Melbourne-Colombo,1987-07-01
Indonesia,7867,16.37,0.803,Melbourne-Denpasar,1987-07-01
United Arab Emirates,30,195.506,0.0,Melbourne-Dubai,1987-07-01
Germany,2574,747.457,17.132,Melbourne-Frankfurt,1987-07-01
Hong Kong,11608,1037.571,21.905,Melbourne-Hong Kong,1987-07-01
Usa,6098,181.827,0.237,Melbourne-Honolulu,1987-07-01
Indonesia,1050,257.457,0.563,Melbourne-Jakarta,1987-07-01
Malaysia,5113,195.589,7.271,Melbourne-Kuala Lumpur,1987-07-01
Cyprus,30,0.0,0.0,Melbourne-Larnaca,1987-07-01
Uk,7268,232.749,21.073,Melbourne-London,1987-07-01
Usa,6021,740.106,0.005,Melbourne-Los Angeles,1987-07-01
Uk,314,0.286,1.106,Melbourne-Manchester,1987-07-01
Philippines,3371,163.797,0.173,Melbourne-Manila,1987-07-01
Oman,183,24.4,0.0,Melbourne-Muscat,1987-07-01
Fiji,4317,55.854,1.195,Melbourne-Nadi,1987-07-01
Nauru,278,31.063,0.101,Melbourne-Nauru,1987-07-01
Usa,239,26.803,0.0,Melbourne-New York,1987-07-01
New Caledonia,374,5.644,0.038,Melbourne-Noumea,1987-07-01
Tahiti,362,43.704,0.0,Melbourne-Papeete,1987-07-01
Papua New Guinea,46,0.0,0.0,Melbourne-Port Moresby,1987-07-01
Italy,3349,90.32,2.46,Melbourne-Rome,1987-07-01
Usa,2316,136.881,23.069,Melbourne-San Francisco,1987-07-01
Singapore,15596,869.176,4.624,Melbourne-Singapore,1987-07-01
Japan,2100,165.034,11.399,Melbourne-Tokyo,1987-07-01
Canada,399,2.388,1.598,Melbourne-Vancouver,1987-07-01
New Zealand,3605,184.559,5.768,Melbourne-Wellington,1987-07-01
Yugoslavia,301,0.0,0.0,Melbourne-Zagreb,1987-07-01
New Zealand,1683,9.965,0.642,Norfolk Island-Auckland,1987-07-01
United Arab Emirates,10,0.5,0.0,Perth-Abu Dhabi,1987-07-01
Netherlands,42,0.0,0.0,Perth-Amsterdam,1987-07-01
Greece,185,0.0,0.0,Perth-Athens,1987-07-01
New Zealand,5331,129.361,4.257,Perth-Auckland,1987-07-01
Bahrain,93,27.152,0.154,Perth-Bahrain,1987-07-01
Thailand,1724,36.684,0.0,Perth-Bangkok,1987-07-01
India,106,0.1,0.0,Perth-Bombay,1987-07-01
New Zealand,593,2.3,0.0,Perth-Christchurch,1987-07-01
Indonesia,5889,17.047,0.04,Perth-Denpasar,1987-07-01
Germany,345,0.47,0.027,Perth-Frankfurt,1987-07-01
Zimbabwe,782,20.903,0.333,Perth-Harare,1987-07-01
Hong Kong,4847,155.694,0.581,Perth-Hong Kong,1987-07-01
Usa,274,0.0,0.0,Perth-Honolulu,1987-07-01
Indonesia,1061,54.154,0.0,Perth-Jakarta,1987-07-01
South Africa,503,4.651,0.474,Perth-Johannesburg,1987-07-01
Malaysia,6766,254.891,1.973,Perth-Kuala Lumpur,1987-07-01
Uk,5272,49.368,8.266,Perth-London,1987-07-01
Usa,386,0.0,0.0,Perth-Los Angeles,1987-07-01
Uk,282,0.015,0.0,Perth-Manchester,1987-07-01
Mauritius,88,0.606,0.333,Perth-Mauritius,1987-07-01
Oman,12,0.0,0.0,Perth-Muscat,1987-07-01
Italy,502,2.955,0.0,Perth-Rome,1987-07-01
Usa,113,0.0,0.717,Perth-San Francisco,1987-07-01
Singapore,18829,975.639,5.863,Perth-Singapore,1987-07-01
Japan,1434,22.418,0.575,Perth-Tokyo,1987-07-01
Canada,10,0.0,0.0,Perth-Vancouver,1987-07-01
Indonesia,450,0.0,0.0,Port Hedland-Denpasar,1987-07-01
United Arab Emirates,716,95.42,0.0,Sydney-Abu Dhabi,1987-07-01
Netherlands,1329,36.704,1.114,Sydney-Amsterdam,1987-07-01
Western Samoa,438,3.338,0.0,Sydney-Apia,1987-07-01
Greece,4269,13.443,1.633,Sydney-Athens,1987-07-01
New Zealand,60310,2360.17,82.227,Sydney-Auckland,1987-07-01
Bahrain,521,42.006,4.085,Sydney-Bahrain,1987-07-01
Thailand,6141,244.54,1.857,Sydney-Bangkok,1987-07-01
China,1529,80.285,0.0,Sydney-Beijing,1987-07-01
Yugoslavia,2309,70.576,0.0,Sydney-Belgrade,1987-07-01
India,2181,69.837,2.745,Sydney-Bombay,1987-07-01
New Zealand,18706,387.027,8.326,Sydney-Christchurch,1987-07-01
Sri Lanka,206,1.226,0.0,Sydney-Colombo,1987-07-01
Indonesia,8329,77.587,0.374,Sydney-Denpasar,1987-07-01
United Arab Emirates,73,61.766,0.0,Sydney-Dubai,1987-07-01
Germany,3270,425.773,19.393,Sydney-Frankfurt,1987-07-01
Zimbabwe,955,25.253,1.376,Sydney-Harare,1987-07-01
Hong Kong,20492,976.031,9.867,Sydney-Hong Kong,1987-07-01
Usa,18145,457.371,5.972,Sydney-Honolulu,1987-07-01
Indonesia,3535,204.736,0.678,Sydney-Jakarta,1987-07-01
South Africa,955,46.781,3.423,Sydney-Johannesburg,1987-07-01
Malaysia,5638,275.925,9.495,Sydney-Kuala Lumpur,1987-07-01
Cyprus,127,0.05,0.0,Sydney-Larnaca,1987-07-01
Uk,14273,631.131,30.741,Sydney-London,1987-07-01
Usa,15476,1208.643,0.087,Sydney-Los Angeles,1987-07-01
Uk,599,1.43,1.628,Sydney-Manchester,1987-07-01
Philippines,5415,271.06,1.327,Sydney-Manila,1987-07-01
Mauritius,132,2.868,0.255,Sydney-Mauritius,1987-07-01
Oman,456,50.8,0.0,Sydney-Muscat,1987-07-01
Fiji,11759,287.895,9.779,Sydney-Nadi,1987-07-01
Nauru,157,2.871,0.692,Sydney-Nauru,1987-07-01
India,1536,50.758,0.015,Sydney-New Delhi,1987-07-01
Usa,2031,33.902,0.0,Sydney-New York,1987-07-01
New Caledonia,4717,78.256,0.799,Sydney-Noumea,1987-07-01
Tahiti,3310,161.694,1.32,Sydney-Papeete,1987-07-01
France,349,38.379,0.0,Sydney-Paris,1987-07-01
Papua New Guinea,4266,125.869,38.78,Sydney-Port Moresby,1987-07-01
Vanuatu,625,4.709,0.144,Sydney-Port Vila,1987-07-01
Cook Islands,459,4.13,0.0,Sydney-Rarotonga,1987-07-01
Italy,3326,100.0,5.524,Sydney-Rome,1987-07-01
Usa,8014,309.553,32.814,Sydney-San Francisco,1987-07-01
Singapore,27395,1323.636,11.34,Sydney-Singapore,1987-07-01
Japan,20120,1527.978,26.334,Sydney-Tokyo,1987-07-01
Canada,1277,103.627,0.023,Sydney-Toronto,1987-07-01
Canada,1885,58.559,6.804,Sydney-Vancouver,1987-07-01
New Zealand,11606,366.373,15.032,Sydney-Wellington,1987-07-01
Yugoslavia,228,0.03,0.0,Sydney-Zagreb,1987-07-01
New Zealand,1300,68.972,0.0,Townsville-Auckland,1987-07-01
Bahrain,3,0.0,0.0,Townsville-Bahrain,1987-07-01
Thailand,21,0.0,0.0,Townsville-Bangkok,1987-07-01
Germany,113,0.0,0.0,Townsville-Frankfurt,1987-07-01
Uk,225,0.183,0.0,Townsville-London,1987-07-01
Singapore,452,15.328,0.0,Townsville-Singapore,1987-07-01
Netherlands,32,0.0,0.0,Adelaide-Amsterdam,1987-08-01
Greece,77,0.025,0.0,Adelaide-Athens,1987-08-01
New Zealand,1929,75.96,2.162,Adelaide-Auckland,1987-08-01
Bahrain,16,1.488,0.019,Adelaide-Bahrain,1987-08-01
Thailand,27,0.0,0.0,Adelaide-Bangkok,1987-08-01
Germany,270,0.025,0.0,Adelaide-Frankfurt,1987-08-01
Usa,89,0.0,0.0,Adelaide-Honolulu,1987-08-01
Uk,2590,64.373,3.674,Adelaide-London,1987-08-01
Usa,94,0.0,0.0,Adelaide-Los Angeles,1987-08-01
Uk,64,0.905,0.0,Adelaide-Manchester,1987-08-01
Oman,10,0.7,0.0,Adelaide-Muscat,1987-08-01
Italy,94,0.0,0.0,Adelaide-Rome,1987-08-01
Usa,56,0.0,0.0,Adelaide-San Francisco,1987-08-01
Singapore,6282,260.463,0.292,Adelaide-Singapore,1987-08-01
Japan,10,0.0,0.0,Adelaide-Tokyo,1987-08-01
United Arab Emirates,21,0.0,0.0,Brisbane-Abu Dhabi,1987-08-01
Netherlands,150,0.0,0.0,Brisbane-Amsterdam,1987-08-01
Greece,118,0.0,0.0,Brisbane-Athens,1987-08-01
New Zealand,20272,540.48,11.672,Brisbane-Auckland,1987-08-01
Bahrain,38,0.116,0.0,Brisbane-Bahrain,1987-08-01
Thailand,1390,32.415,0.0,Brisbane-Bangkok,1987-08-01
India,16,0.0,0.0,Brisbane-Bombay,1987-08-01
New Zealand,8144,257.81,0.173,Brisbane-Christchurch,1987-08-01
Germany,342,0.0,0.0,Brisbane-Frankfurt,1987-08-01
Hong Kong,3880,79.28,1.175,Brisbane-Hong Kong,1987-08-01
Solomon Islands,1467,18.223,0.0,Brisbane-Honiara,1987-08-01
Usa,663,3.85,0.0,Brisbane-Honolulu,1987-08-01
Indonesia,17,0.0,0.0,Brisbane-Jakarta,1987-08-01
Malaysia,1,0.0,0.0,Brisbane-Kuala Lumpur,1987-08-01
Uk,3332,20.49,5.549,Brisbane-London,1987-08-01
Usa,919,0.149,0.0,Brisbane-Los Angeles,1987-08-01
Uk,187,0.003,0.0,Brisbane-Manchester,1987-08-01
Philippines,1606,20.972,0.096,Brisbane-Manila,1987-08-01
Fiji,2026,16.244,0.0,Brisbane-Nadi,1987-08-01
New Caledonia,405,0.035,0.0,Brisbane-Noumea,1987-08-01
Tahiti,10,0.0,0.0,Brisbane-Papeete,1987-08-01
Papua New Guinea,2859,84.62,3.284,Brisbane-Port Moresby,1987-08-01
Vanuatu,387,3.4,0.11,Brisbane-Port Vila,1987-08-01
Italy,143,0.0,0.0,Brisbane-Rome,1987-08-01
Usa,714,0.0,2.056,Brisbane-San Francisco,1987-08-01
Singapore,6981,292.053,0.6,Brisbane-Singapore,1987-08-01
Fiji,82,0.513,0.0,Brisbane-Suva,1987-08-01
Japan,4102,107.307,0.952,Brisbane-Tokyo,1987-08-01
Canada,479,11.03,0.648,Brisbane-Vancouver,1987-08-01
New Zealand,4538,122.995,1.073,Brisbane-Wellington,1987-08-01
Greece,12,0.0,0.0,Cairns-Athens,1987-08-01
New Zealand,1560,31.897,0.0,Cairns-Auckland,1987-08-01
Bahrain,5,0.0,0.0,Cairns-Bahrain,1987-08-01
Hong Kong,8,0.0,0.0,Cairns-Hong Kong,1987-08-01
Usa,991,1.824,0.0,Cairns-Honolulu,1987-08-01
Uk,218,0.128,0.0,Cairns-London,1987-08-01
Usa,1248,0.0,0.0,Cairns-Los Angeles,1987-08-01
Uk,28,0.0,0.0,Cairns-Manchester,1987-08-01
Papua New Guinea,2242,83.005,0.0,Cairns-Port Moresby,1987-08-01
Italy,123,0.0,0.0,Cairns-Rome,1987-08-01
Usa,1244,0.0,0.0,Cairns-San Francisco,1987-08-01
Singapore,678,3.236,0.0,Cairns-Singapore,1987-08-01
Japan,758,2.123,0.0,Cairns-Tokyo,1987-08-01
Canada,437,0.191,0.0,Cairns-Vancouver,1987-08-01
New Zealand,2,0.0,0.0,Cairns-Wellington,1987-08-01
Greece,66,0.083,0.0,Darwin-Athens,1987-08-01
New Zealand,202,5.059,0.069,Darwin-Auckland,1987-08-01
Bahrain,3,0.0,0.0,Darwin-Bahrain,1987-08-01
Brunei,806,10.523,0.0,Darwin-Bandar Seri Begawan,1987-08-01
Thailand,16,0.0,0.0,Darwin-Bangkok,1987-08-01
Indonesia,1607,2.555,0.0,Darwin-Denpasar,1987-08-01
Germany,136,0.039,0.0,Darwin-Frankfurt,1987-08-01
Indonesia,688,0.666,0.0,Darwin-Kupang,1987-08-01
Uk,478,0.4,0.184,Darwin-London,1987-08-01
Uk,5,0.0,0.0,Darwin-Manchester,1987-08-01
Italy,79,0.0,0.0,Darwin-Rome,1987-08-01
Singapore,1672,101.948,0.13,Darwin-Singapore,1987-08-01
New Zealand,404,18.853,0.022,Hobart-Auckland,1987-08-01
New Zealand,843,8.647,0.0,Hobart-Christchurch,1987-08-01
United Arab Emirates,65,31.8,0.0,Melbourne-Abu Dhabi,1987-08-01
Netherlands,1337,17.704,0.623,Melbourne-Amsterdam,1987-08-01
Greece,4014,17.486,1.298,Melbourne-Athens,1987-08-01
New Zealand,13978,941.776,11.032,Melbourne-Auckland,1987-08-01
Bahrain,78,75.576,2.154,Melbourne-Bahrain,1987-08-01
Thailand,5341,289.543,0.55,Melbourne-Bangkok,1987-08-01
Yugoslavia,2112,43.6,0.0,Melbourne-Belgrade,1987-08-01
India,292,30.674,0.751,Melbourne-Bombay,1987-08-01
New Zealand,7618,341.156,2.922,Melbourne-Christchurch,1987-08-01
Sri Lanka,218,7.043,0.0,Melbourne-Colombo,1987-08-01
Indonesia,8268,12.366,0.414,Melbourne-Denpasar,1987-08-01
United Arab Emirates,62,209.403,0.0,Melbourne-Dubai,1987-08-01
Germany,3032,620.23,15.419,Melbourne-Frankfurt,1987-08-01
Hong Kong,12305,651.802,4.265,Melbourne-Hong Kong,1987-08-01
Usa,5463,201.03,0.437,Melbourne-Honolulu,1987-08-01
Indonesia,1029,219.181,0.493,Melbourne-Jakarta,1987-08-01
Malaysia,5179,143.025,6.119,Melbourne-Kuala Lumpur,1987-08-01
Uk,7370,240.482,19.343,Melbourne-London,1987-08-01
Usa,5790,657.927,0.032,Melbourne-Los Angeles,1987-08-01
Uk,404,0.298,1.249,Melbourne-Manchester,1987-08-01
Philippines,2940,134.722,0.172,Melbourne-Manila,1987-08-01
Oman,180,20.3,0.0,Melbourne-Muscat,1987-08-01
Fiji,6706,48.515,1.651,Melbourne-Nadi,1987-08-01
Nauru,192,25.088,0.0,Melbourne-Nauru,1987-08-01
Usa,216,19.024,0.0,Melbourne-New York,1987-08-01
New Caledonia,158,9.86,0.071,Melbourne-Noumea,1987-08-01
Tahiti,375,12.666,0.0,Melbourne-Papeete,1987-08-01
Papua New Guinea,59,0.0,0.0,Melbourne-Port Moresby,1987-08-01
Italy,3551,73.776,1.591,Melbourne-Rome,1987-08-01
Usa,2493,129.409,23.39,Melbourne-San Francisco,1987-08-01
Singapore,14702,729.21,4.246,Melbourne-Singapore,1987-08-01
Japan,2552,138.038,11.471,Melbourne-Tokyo,1987-08-01
Canada,482,3.04,1.731,Melbourne-Vancouver,1987-08-01
New Zealand,2818,167.936,3.304,Melbourne-Wellington,1987-08-01
New Zealand,1699,9.371,0.0,Norfolk Island-Auckland,1987-08-01
United Arab Emirates,9,0.0,0.0,Perth-Abu Dhabi,1987-08-01
Netherlands,37,0.0,0.0,Perth-Amsterdam,1987-08-01
Greece,131,0.0,0.0,Perth-Athens,1987-08-01
New Zealand,4953,132.496,1.786,Perth-Auckland,1987-08-01
Bahrain,71,10.836,0.091,Perth-Bahrain,1987-08-01
Thailand,2192,66.263,0.0,Perth-Bangkok,1987-08-01
India,108,2.3,0.0,Perth-Bombay,1987-08-01
New Zealand,325,3.7,0.0,Perth-Christchurch,1987-08-01
Indonesia,6139,19.378,0.045,Perth-Denpasar,1987-08-01
Germany,293,0.073,0.045,Perth-Frankfurt,1987-08-01
Zimbabwe,611,8.188,0.257,Perth-Harare,1987-08-01
Hong Kong,4794,178.452,0.0,Perth-Hong Kong,1987-08-01
Usa,305,0.0,0.0,Perth-Honolulu,1987-08-01
Indonesia,600,51.389,0.0,Perth-Jakarta,1987-08-01
South Africa,592,5.483,0.655,Perth-Johannesburg,1987-08-01
Malaysia,6226,209.141,1.107,Perth-Kuala Lumpur,1987-08-01
Uk,5879,74.019,7.783,Perth-London,1987-08-01
Usa,362,0.0,0.0,Perth-Los Angeles,1987-08-01
Uk,245,0.022,0.0,Perth-Manchester,1987-08-01
Mauritius,163,0.728,0.395,Perth-Mauritius,1987-08-01
Oman,27,0.0,0.0,Perth-Muscat,1987-08-01
Italy,462,0.415,0.0,Perth-Rome,1987-08-01
Usa,131,0.0,0.697,Perth-San Francisco,1987-08-01
Singapore,17632,982.106,4.705,Perth-Singapore,1987-08-01
Japan,1318,13.432,0.164,Perth-Tokyo,1987-08-01
Indonesia,560,0.0,0.0,Port Hedland-Denpasar,1987-08-01
Indonesia,4,0.0,0.0,Port Hedland-Jakarta,1987-08-01
United Arab Emirates,544,67.421,0.0,Sydney-Abu Dhabi,1987-08-01
Netherlands,1243,23.228,0.785,Sydney-Amsterdam,1987-08-01
Western Samoa,432,5.409,0.0,Sydney-Apia,1987-08-01
Greece,4262,37.823,1.083,Sydney-Athens,1987-08-01
New Zealand,56104,2458.397,41.137,Sydney-Auckland,1987-08-01
Bahrain,464,33.682,2.783,Sydney-Bahrain,1987-08-01
